species,treatment,replicate,row,column,sp_rep,genotype,fragment,month,bw_raw,bw_initial_raw
pver,pellets,4,A,6,2,2,26,1,6.192,6.132
pver,pellets,4,E,9,10,3,17,1,9.821,9.814
pver,pellets,4,E,4,8,3,37,1,10.025,9.896
pver,pellets,4,A,4,1,4,3,1,10.753,10.658
pver,pellets,4,D,7,6,4,15,1,7.774,7.651
pver,pellets,4,E,1,7,5,6,1,16.647,16.433
pver,pellets,4,B,2,3,5,25,1,9.094,8.968
aten,control,1,A,8,1,1,21,2,5.639,5.488
aten,control,1,B,3,3,1,44,2,6.472,5.178
aten,control,1,E,2,10,2,9,2,5.701,5.503
aten,control,1,B,6,4,2,35,2,6.253,6.004
aten,control,1,C,1,5,3,31,2,5.652,5.444
aten,control,1,C,7,7,3,50,2,5.771,5.559
aten,control,1,A,9,2,4,3,2,5.091,4.845
aten,control,1,C,6,6,4,10,2,5.992,5.643
aten,control,1,C,8,8,5,4,2,5.073,4.932
aten,control,1,D,1,9,5,49,2,5.21,5.143
aten,control,2,D,1,9,1,19,2,4.699,4.583
aten,control,2,C,1,5,1,24,2,5.444,5.303
aten,control,2,B,3,3,2,13,2,na,5.873
aten,control,2,E,2,10,2,48,2,5.819894942,6.152
aten,control,2,B,6,4,3,16,2,6.627,6.432
aten,control,2,C,6,6,3,17,2,5.7,5.458
aten,control,2,A,8,1,4,12,2,6.04,5.906
aten,control,2,A,9,2,4,18,2,5.008,4.926
aten,control,2,C,8,8,5,45,2,6.045,5.815
aten,control,2,C,7,7,5,46,2,5.306,5.173
aten,control,3,D,1,9,1,3,2,6.146,5.712
aten,control,3,E,2,10,1,26,2,4.453,4.277
aten,control,3,B,6,4,1,38,2,5.698894942,5.815
aten,control,3,C,6,6,2,32,2,na,5.255
aten,control,3,C,1,5,3,32,2,6.204,5.934
aten,control,3,C,8,8,3,46,2,6.801,6.584
aten,control,3,B,3,3,4,1,2,5.54,5.25
aten,control,3,C,7,7,4,16,2,6.129894942,6.2
aten,control,3,A,9,2,5,1,2,5.163894942,5.24
aten,control,3,A,8,1,5,11,2,6.415,6.239
aten,control,4,E,2,10,1,18,2,4.995,4.915
aten,control,4,B,6,4,1,25,2,6.403,6.254
aten,control,4,C,1,5,2,30,2,5.649,5.534
aten,control,4,D,1,9,2,50,2,6.741,6.604
aten,control,4,B,3,3,3,41,2,6.977,6.833
aten,control,4,C,6,6,3,42,2,5.438,5.168
aten,control,4,C,7,7,4,36,2,5.508,5.356
aten,control,4,A,8,1,4,37,2,5.563,5.433
aten,control,4,A,9,2,5,27,2,5.621,5.568
aten,control,4,C,8,8,5,36,2,5.71,5.558
aten,dissolved,1,C,7,7,1,36,2,5.854,5.389
aten,dissolved,1,C,8,8,1,43,2,5.31,5.048
aten,dissolved,1,A,9,2,2,17,2,4.613894942,4.414
aten,dissolved,1,E,2,10,2,25,2,6.774894942,6.485
aten,dissolved,1,A,8,1,3,20,2,5.789894942,5.434
aten,dissolved,1,B,6,4,3,29,2,5.31,5.102
aten,dissolved,1,C,1,5,4,11,2,6.233894942,6.409
aten,dissolved,1,C,6,6,4,29,2,5.514894942,5.598
aten,dissolved,1,D,1,9,5,13,2,5.027894942,4.695
aten,dissolved,1,B,3,3,5,20,2,5.981894942,5.851
aten,dissolved,2,C,1,5,1,42,2,5.823,5.465
aten,dissolved,2,D,1,9,1,48,2,5.923,5.769
aten,dissolved,2,B,6,4,2,23,2,4.916894942,4.489
aten,dissolved,2,C,8,8,2,34,2,4.696,4.567
aten,dissolved,2,E,2,10,3,14,2,7.637,7.455
aten,dissolved,2,B,3,3,3,19,2,5.341,5.158
aten,dissolved,2,C,6,6,4,7,2,5.745,5.573
aten,dissolved,2,A,8,1,4,14,2,7.187894942,7.133
aten,dissolved,2,A,9,2,5,5,2,5.184894942,5.126
aten,dissolved,2,C,7,7,5,48,2,6.145894942,5.731
aten,dissolved,3,C,6,6,1,33,2,6.163894942,5.848
aten,dissolved,3,C,7,7,1,41,2,6.216,5.871
aten,dissolved,3,E,2,10,2,42,2,7.125,6.925
aten,dissolved,3,B,3,3,2,44,2,5.958894942,5.528
aten,dissolved,3,D,1,9,3,30,2,6.223,5.953
aten,dissolved,3,C,1,5,3,37,2,5.492,5.357
aten,dissolved,3,A,8,1,4,25,2,5.735,5.567
aten,dissolved,3,B,6,4,4,27,2,5.937894942,5.706
aten,dissolved,3,A,9,2,5,6,2,6.093894942,5.792
aten,dissolved,3,C,8,8,5,7,2,5.842,5.582
aten,dissolved,4,B,3,3,1,12,2,4.51,4.385
aten,dissolved,4,C,8,8,2,11,2,5.794,5.633
aten,dissolved,4,C,6,6,2,19,2,5.645,5.334
aten,dissolved,4,A,9,2,3,7,2,4.734,4.567
aten,dissolved,4,A,8,1,3,8,2,5.468,5.372
aten,dissolved,4,C,7,7,3,48,2,6.275,6.135
aten,dissolved,4,D,1,9,4,46,2,4.967894942,4.735
aten,dissolved,4,C,1,5,4,50,2,6.711,6.501
aten,dissolved,4,B,6,4,5,22,2,5.24,5.134
aten,dissolved,4,E,2,10,5,37,2,5.895,5.828
aten,fish,1,E,2,10,1,16,2,6.954,6.825
aten,fish,1,C,8,8,1,20,2,6.038,5.778
aten,fish,1,C,6,6,2,21,2,5.819,5.616
aten,fish,1,D,1,9,2,28,2,5.5,5.321
aten,fish,1,B,3,3,3,1,2,5.041,4.895
aten,fish,1,C,1,5,3,2,2,6.178,5.983
aten,fish,1,B,6,4,4,5,2,5.958,5.763
aten,fish,1,C,7,7,4,13,2,6.067894942,5.868
aten,fish,1,A,8,1,5,2,2,6.954894942,7.059
aten,fish,1,A,9,2,5,47,2,5.713,5.629
aten,fish,2,E,2,10,1,22,2,4.712,4.606
aten,fish,2,A,9,2,1,23,2,5.059,4.872
aten,fish,2,B,6,4,2,24,2,5.281,5.153
aten,fish,2,D,1,9,2,31,2,5.264894942,5.465
aten,fish,2,B,3,3,3,24,2,7.21,6.995
aten,fish,2,C,6,6,3,25,2,5.675,5.486
aten,fish,2,C,7,7,4,20,2,6.801,6.662
aten,fish,2,C,1,5,4,26,2,6.49,6.208
aten,fish,2,A,8,1,5,30,2,4.953,4.78
aten,fish,2,C,8,8,5,31,2,6.101,5.976
aten,fish,3,D,1,9,1,29,2,4.361,4.284
aten,fish,3,C,1,5,1,30,2,5.235,4.998
aten,fish,3,C,6,6,2,33,2,6.431,6.108
aten,fish,3,B,6,4,2,41,2,6.383,6.235
aten,fish,3,C,8,8,3,34,2,4.755,4.63
aten,fish,3,B,3,3,3,35,2,2.708894942,5.39
aten,fish,3,C,7,7,4,34,2,5.371,5.235
aten,fish,3,E,2,10,4,41,2,6.645,6.542
aten,fish,3,A,8,1,5,14,2,6.184,6.044
aten,fish,3,A,9,2,5,15,2,6.351,6.115
aten,fish,4,B,6,4,1,11,2,4.718,4.569
aten,fish,4,D,1,9,2,7,2,6.727894942,6.462
aten,fish,4,A,8,1,2,22,2,5.193,5.084
aten,fish,4,C,1,5,3,13,2,6.122,5.946
aten,fish,4,E,2,10,3,22,2,6.498,6.333
aten,fish,4,B,3,3,4,48,2,4.556,4.492
aten,fish,4,C,6,6,4,49,2,4.91,4.867
aten,fish,4,C,8,8,5,29,2,5.389,5.244
aten,fish,4,A,9,2,5,42,2,6.098,6.011
aten,fish,4,C,7,7,5,44,2,5.098,5.021
aten,livefeeds,1,E,2,10,1,37,2,5.179,4.992
aten,livefeeds,1,D,1,9,1,45,2,6.056894942,6.33
aten,livefeeds,1,C,1,5,2,10,2,na,4.739
aten,livefeeds,1,B,3,3,2,18,2,5.054894942,5.297
aten,livefeeds,1,C,6,6,3,11,2,6.491,6.358
aten,livefeeds,1,B,6,4,3,21,2,2.980894942,5.709
aten,livefeeds,1,A,9,2,4,9,2,6.616,6.425
aten,livefeeds,1,C,7,7,4,21,2,4.964,4.865
aten,livefeeds,1,A,8,1,5,3,2,6.993,6.821
aten,livefeeds,1,C,8,8,5,12,2,6.030894942,5.831
aten,livefeeds,2,B,3,3,1,10,2,6.098,5.975
aten,livefeeds,2,B,6,4,1,13,2,5.674,5.547
aten,livefeeds,2,D,1,9,2,6,2,6.065894942,5.962
aten,livefeeds,2,C,1,5,2,39,2,6.340894942,5.961
aten,livefeeds,2,C,6,6,3,12,2,7.058,6.767
aten,livefeeds,2,A,9,2,3,26,2,6.249,6.07
aten,livefeeds,2,E,2,10,4,8,2,7.605,7.032
aten,livefeeds,2,C,7,7,4,19,2,5.196,5.089
aten,livefeeds,2,A,8,1,5,10,2,6.267,5.957
aten,livefeeds,2,C,8,8,5,38,2,6.033894942,5.723
aten,livefeeds,3,B,6,4,1,39,2,6.009,5.821
aten,livefeeds,3,C,1,5,1,40,2,5.125,5.031
aten,livefeeds,3,C,6,6,2,37,2,7.815894942,7.981
aten,livefeeds,3,E,2,10,2,43,2,5.094894942,4.997
aten,livefeeds,3,B,3,3,3,43,2,7.083,6.723
aten,livefeeds,3,D,1,9,3,49,2,6.159,5.953
aten,livefeeds,3,C,8,8,4,32,2,5.209,5.042
aten,livefeeds,3,C,7,7,4,33,2,7.626,7.334
aten,livefeeds,3,A,9,2,5,18,2,6.030894942,6.154
aten,livefeeds,3,A,8,1,5,19,2,5.576,5.404
aten,livefeeds,4,B,6,4,1,8,2,na,5.472
aten,livefeeds,4,E,2,10,2,8,2,5.628,5.452
aten,livefeeds,4,C,1,5,2,15,2,na,4.85
aten,livefeeds,4,B,3,3,3,23,2,6.932894942,6.813
aten,livefeeds,4,D,1,9,3,28,2,6.573894942,6.568
aten,livefeeds,4,A,8,1,4,39,2,5.566894942,5.497
aten,livefeeds,4,C,8,8,4,45,2,6.069,5.902
aten,livefeeds,4,A,9,2,4,47,2,4.91,4.778
aten,livefeeds,4,C,6,6,5,21,2,6.236,6.064
aten,livefeeds,4,C,7,7,5,28,2,5.075,4.906
aten,mix,1,C,6,6,1,14,2,6.159,5.965
aten,mix,1,C,8,8,1,27,2,4.502,4.482
aten,mix,1,C,7,7,2,1,2,5.309894942,5.29
aten,mix,1,D,1,9,2,38,2,5.360894942,5.367
aten,mix,1,B,3,3,3,3,2,5.042,4.805
aten,mix,1,A,9,2,3,9,2,5.078,4.947
aten,mix,1,C,1,5,4,4,2,4.696,4.676
aten,mix,1,E,2,10,4,6,2,5.834894942,5.872
aten,mix,1,B,6,4,5,8,2,6.011,5.968
aten,mix,1,A,8,1,5,50,2,7.103894942,6.82
aten,mix,2,C,7,7,1,1,2,5.692,5.313
aten,mix,2,A,9,2,1,28,2,4.741,4.654
aten,mix,2,C,1,5,2,2,2,5.205894942,4.841
aten,mix,2,A,8,1,2,16,2,4.967894942,4.679
aten,mix,2,C,8,8,3,10,2,5.885,5.719
aten,mix,2,C,6,6,3,18,2,6.562,6.272
aten,mix,2,E,2,10,4,2,2,7.377,7.133
aten,mix,2,B,3,3,4,42,2,4.852,4.69
aten,mix,2,B,6,4,5,24,2,6.17,5.91
aten,mix,2,D,1,9,5,39,2,5.157894942,5.052
aten,mix,3,C,1,5,1,34,2,4.797,4.687
aten,mix,3,D,1,9,1,46,2,4.519894942,4.766
aten,mix,3,B,3,3,2,46,2,5.008894942,4.915
aten,mix,3,C,6,6,2,49,2,5.935,5.626
aten,mix,3,E,2,10,3,27,2,6.46,6.316
aten,mix,3,B,6,4,3,39,2,6.051,5.778
aten,mix,3,C,8,8,4,17,2,6.435,6.276
aten,mix,3,C,7,7,4,24,2,5.625,5.478
aten,mix,3,A,8,1,5,9,2,5.16,4.941
aten,mix,3,A,9,2,5,23,2,5.36,5.216
aten,mix,4,B,3,3,1,35,2,5.696,5.568
aten,mix,4,B,6,4,1,47,2,5.517,5.263
aten,mix,4,C,1,5,2,36,2,7.31,7.084
aten,mix,4,C,8,8,2,40,2,5.744894942,5.423
aten,mix,4,D,1,9,3,6,2,6.213,6.035
aten,mix,4,E,2,10,3,38,2,5.409,5.206
aten,mix,4,C,6,6,4,15,2,6.245894942,5.989
aten,mix,4,C,7,7,4,28,2,6.015,5.82
aten,mix,4,A,9,2,5,16,2,4.738,4.657
aten,mix,4,A,8,1,5,17,2,5.110894942,5.265
aten,pellets,1,C,1,5,1,31,2,5.472,5.447
aten,pellets,1,E,2,10,1,32,2,5.463894942,5.409
aten,pellets,1,D,1,9,2,12,2,5.962894942,6.062
aten,pellets,1,C,6,6,2,47,2,5.619894942,5.571
aten,pellets,1,B,6,4,3,36,2,6.118,5.871
aten,pellets,1,B,3,3,3,47,2,5.375,5.156
aten,pellets,1,C,8,8,4,40,2,5.304,5.143
aten,pellets,1,C,7,7,4,43,2,5.799,5.541
aten,pellets,1,A,8,1,5,34,2,6.204,6.137
aten,pellets,1,A,9,2,5,40,2,5.630894942,5.718
aten,pellets,2,E,2,10,1,6,2,na,4.614
aten,pellets,2,D,1,9,1,7,2,na,5.685
aten,pellets,2,B,3,3,2,26,2,na,5.759
aten,pellets,2,C,1,5,2,27,2,5.718,5.683
aten,pellets,2,C,6,6,3,33,2,5.369894942,4.987
aten,pellets,2,B,6,4,3,40,2,6.875,6.683
aten,pellets,2,A,9,2,4,22,2,5.314,5.245
aten,pellets,2,A,8,1,4,23,2,4.975,4.909
aten,pellets,2,C,7,7,5,25,2,5.856,5.646
aten,pellets,2,C,8,8,5,26,2,4.564,4.495
aten,pellets,3,D,1,9,1,5,2,5.757,5.54
aten,pellets,3,C,1,5,2,20,2,5.45,5.358
aten,pellets,3,B,3,3,2,45,2,na,5.627
aten,pellets,3,E,2,10,2,51,2,5.786894942,5.714
aten,pellets,3,B,6,4,3,45,2,5.294,5.132
aten,pellets,3,C,6,6,3,61,2,3.249894942,5.897
aten,pellets,3,A,9,2,4,30,2,5.972894942,6.071
aten,pellets,3,C,7,7,4,44,2,2.232894942,5.084
aten,pellets,3,C,8,8,5,32,2,5.104,4.944
aten,pellets,3,A,8,1,5,35,2,5.811,5.709
aten,pellets,4,A,8,1,1,15,2,5.506,5.401
aten,pellets,4,A,9,2,2,3,2,5.108,5.041
aten,pellets,4,C,7,7,2,4,2,6.178,6.07
aten,pellets,4,C,8,8,2,5,2,5.574,5.506
aten,pellets,4,C,1,5,3,4,2,5.016,4.887
aten,pellets,4,C,6,6,3,5,2,4.772,4.67
aten,pellets,4,B,3,3,4,35,2,5.806,5.726
aten,pellets,4,B,6,4,4,38,2,5.136,5.054
aten,pellets,4,E,2,10,5,33,2,5.753,5.663
aten,pellets,4,D,1,9,5,41,2,5.299,5.241
pdae,control,1,C,10,6,1,28,2,8.218,7.965
pdae,control,1,A,7,3,1,33,2,7.401,7.246
pdae,control,1,C,4,5,2,31,2,11.082,10.446
pdae,control,1,D,4,7,2,32,2,9.1,8.499
pdae,control,1,D,10,8,2,34,2,10.504,10.001
pdae,control,1,E,3,9,3,31,2,13.615,13.302
pdae,control,1,B,1,4,4,4,2,7.37,7.131
pdae,control,1,A,1,1,4,44,2,11.962,11.749
pdae,control,1,A,5,2,5,5,2,6.73,6.605
pdae,control,1,E,10,10,5,8,2,7.664,7.55
pdae,control,2,D,10,8,1,36,2,8.537,8.36
pdae,control,2,A,7,3,1,39,2,4.098894942,6.33
pdae,control,2,C,4,5,2,1,2,11.647,10.729
pdae,control,2,A,5,2,2,23,2,8.51,7.983
pdae,control,2,C,10,6,3,7,2,15.347,15.241
pdae,control,2,E,10,10,3,24,2,14.987,14.971
pdae,control,2,A,1,1,4,39,2,16.378,16.241
pdae,control,2,E,3,9,4,47,2,10.51,10.212
pdae,control,2,B,1,4,5,1,2,7.949,7.909
pdae,control,2,D,4,7,5,2,2,8.122,7.967
pdae,control,3,A,1,1,1,20,2,12.629,12.358
pdae,control,3,D,10,8,1,25,2,9.367,9.148
pdae,control,3,C,10,6,2,38,2,8.233894942,8.6
pdae,control,3,C,4,5,2,46,2,10.841,9.172
pdae,control,3,E,3,9,3,14,2,8.722,8.551
pdae,control,3,E,10,10,3,15,2,16.502,16.355
pdae,control,3,B,1,4,4,33,2,10.968,10.272
pdae,control,3,A,5,2,4,42,2,7.727,7.498
pdae,control,3,A,7,3,5,10,2,12.543,12.383
pdae,control,3,D,4,7,5,54,2,8.099,7.831
pdae,control,4,E,3,9,1,7,2,13.761,13.113
pdae,control,4,E,10,10,1,49,2,11.761,11.469
pdae,control,4,A,7,3,2,8,2,11.993,13.393
pdae,control,4,C,10,6,2,9,2,7.947,7.675
pdae,control,4,A,1,1,3,19,2,9.574,9.579
pdae,control,4,A,5,2,3,41,2,7.202,7.123
pdae,control,4,B,1,4,4,11,2,11.749,11.528
pdae,control,4,D,10,8,4,16,2,9.535,9.136
pdae,control,4,C,4,5,5,26,2,6.491,7.236
pdae,control,4,D,4,7,5,53,2,8.951,8.731
pdae,dissolved,1,E,3,9,1,50,2,11.733,11.377
pdae,dissolved,1,B,1,4,1,51,2,5.555,5.461
pdae,dissolved,1,A,5,2,2,29,2,10.744,10.187
pdae,dissolved,1,A,7,3,2,36,2,10.58489494,9.894
pdae,dissolved,1,D,4,7,3,21,2,13.25989494,15.909
pdae,dissolved,1,A,1,1,3,26,2,15.373,15.31
pdae,dissolved,1,D,10,8,4,7,2,11.692,11.475
pdae,dissolved,1,E,10,10,4,21,2,11.258,11.003
pdae,dissolved,1,C,10,6,5,23,2,6.841,8.075
pdae,dissolved,1,C,4,5,5,40,2,8.1,7.998
pdae,dissolved,2,A,7,3,1,16,2,12.275,11.951
pdae,dissolved,2,E,3,9,1,40,2,9.501,9.323
pdae,dissolved,2,A,1,1,2,12,2,11.574,10.904
pdae,dissolved,2,D,10,8,2,16,2,7.735,7.436
pdae,dissolved,2,D,4,7,3,20,2,12.3,11.894
pdae,dissolved,2,C,4,5,3,23,2,7.615,7.538
pdae,dissolved,2,A,5,2,4,3,2,12.056,11.577
pdae,dissolved,2,E,10,10,4,19,2,10.313,10.164
pdae,dissolved,2,C,10,6,5,16,2,5.992,5.906
pdae,dissolved,2,B,1,4,5,34,2,8.676,9.129
pdae,dissolved,3,C,4,5,1,10,2,7.831,7.613
pdae,dissolved,3,D,4,7,1,17,2,10.916,10.532
pdae,dissolved,3,A,5,2,2,53,2,11.568,11.001
pdae,dissolved,3,A,1,1,2,55,2,11.71,11.517
pdae,dissolved,3,C,10,6,3,11,2,8.141,8.028
pdae,dissolved,3,D,10,8,3,33,2,8.569,8.536
pdae,dissolved,3,B,1,4,4,34,2,16.935,16.727
pdae,dissolved,3,E,10,10,4,48,2,13.894,13.73
pdae,dissolved,3,A,7,3,5,4,2,6.817,6.703
pdae,dissolved,3,E,3,9,5,45,2,7.616,7.455
pdae,dissolved,4,A,1,1,1,13,2,15.702,15.482
pdae,dissolved,4,D,4,7,1,53,2,11.548,11.018
pdae,dissolved,4,C,4,5,2,43,2,8.169,7.589
pdae,dissolved,4,E,10,10,2,51,2,11.322,11.164
pdae,dissolved,4,B,1,4,3,32,2,8.857,8.755
pdae,dissolved,4,A,7,3,3,43,2,14.728,14.55
pdae,dissolved,4,C,10,6,4,9,2,8.1,8.03
pdae,dissolved,4,A,5,2,4,10,2,15.126,14.517
pdae,dissolved,4,E,3,9,5,25,2,7.506,6.288
pdae,dissolved,4,D,10,8,5,27,2,7.309,7.512
pdae,fish,1,D,10,8,1,15,2,12.256,12.037
pdae,fish,1,E,3,9,1,43,2,5.258,5.231
pdae,fish,1,E,10,10,2,20,2,9.378,8.987
pdae,fish,1,C,10,6,2,40,2,10.664,10.519
pdae,fish,1,C,4,5,3,29,2,9.082,8.825
pdae,fish,1,D,4,7,4,40,2,14.277,13.987
pdae,fish,1,A,1,1,4,46,2,7.245,7.13
pdae,fish,1,A,7,3,5,38,2,9.18,9.08
pdae,fish,1,A,5,2,5,46,2,8.013,7.901
pdae,fish,1,B,1,4,5,47,2,7.961,7.858
pdae,fish,2,C,10,6,1,5,2,6.205,6.144
pdae,fish,2,C,4,5,1,6,2,10.396,9.974
pdae,fish,2,E,10,10,2,21,2,12.451,12.092
pdae,fish,2,D,4,7,2,24,2,10.019,9.411
pdae,fish,2,D,10,8,3,28,2,11.522,11.488
pdae,fish,2,E,3,9,3,42,2,8.288,8.059
pdae,fish,2,A,1,1,4,22,2,8.738,8.488
pdae,fish,2,A,7,3,4,29,2,13.201,12.93
pdae,fish,2,A,5,2,5,33,2,8.018,7.931
pdae,fish,2,B,1,4,5,52,2,11.993,11.868
pdae,fish,3,D,10,8,1,3,2,10.995,10.77
pdae,fish,3,C,10,6,1,19,2,7.127,6.942
pdae,fish,3,E,10,10,2,26,2,13.486,13.07
pdae,fish,3,C,4,5,2,35,2,8.48,7.977
pdae,fish,3,A,7,3,3,17,2,10.453,10.228
pdae,fish,3,D,4,7,3,40,2,16.209,16.821
pdae,fish,3,A,5,2,4,5,2,8.679,8.347
pdae,fish,3,B,1,4,4,43,2,15.784,15.573
pdae,fish,3,A,1,1,5,28,2,7.393,7.337
pdae,fish,3,E,3,9,5,44,2,8.399,8.286
pdae,fish,4,C,10,6,1,31,2,7.661,7.502
pdae,fish,4,D,10,8,1,38,2,9.1,8.883
pdae,fish,4,E,3,9,2,2,2,9.99,9.19
pdae,fish,4,A,5,2,2,22,2,11.193,10.614
pdae,fish,4,A,7,3,3,4,2,11.608,11.513
pdae,fish,4,E,10,10,3,39,2,18.581,18.356
pdae,fish,4,A,1,1,4,1,2,14.336,14.149
pdae,fish,4,D,4,7,4,45,2,10.193,9.761
pdae,fish,4,C,4,5,5,39,2,7.234,7.08
pdae,fish,4,B,1,4,5,43,2,9.792,9.681
pdae,livefeeds,1,B,1,4,1,42,2,8.938,9.018
pdae,livefeeds,1,D,10,8,1,46,2,10.417,10.162
pdae,livefeeds,1,E,10,10,2,10,2,8.672,8.376
pdae,livefeeds,1,A,1,1,2,19,2,9.178,8.793
pdae,livefeeds,1,E,3,9,3,13,2,9.118,8.995
pdae,livefeeds,1,C,10,6,3,34,2,6.679,6.875
pdae,livefeeds,1,C,4,5,4,8,2,7.716,7.261
pdae,livefeeds,1,D,4,7,4,17,2,11.479,11.101
pdae,livefeeds,1,A,7,3,5,24,2,8.163894942,7.383
pdae,livefeeds,1,A,5,2,5,35,2,7.609,7.508
pdae,livefeeds,2,E,10,10,1,22,2,13.976,13.701
pdae,livefeeds,2,C,10,6,1,24,2,8.049,7.841
pdae,livefeeds,2,D,10,8,2,27,2,8.325,8.158
pdae,livefeeds,2,A,1,1,2,41,2,14.772,14.302
pdae,livefeeds,2,E,3,9,3,22,2,14.938,14.586
pdae,livefeeds,2,C,4,5,3,45,2,9.177,8.961
pdae,livefeeds,2,D,4,7,4,27,2,11.606,11.244
pdae,livefeeds,2,B,1,4,4,41,2,12.112,11.923
pdae,livefeeds,2,A,5,2,5,13,2,7.944,7.828
pdae,livefeeds,2,A,7,3,5,22,2,7.81,6.813
pdae,livefeeds,3,C,10,6,1,9,2,9.054,8.812
pdae,livefeeds,3,D,10,8,1,52,2,10.073,9.724
pdae,livefeeds,3,C,4,5,2,18,2,13.935,12.951
pdae,livefeeds,3,B,1,4,2,39,2,9.758,9.537
pdae,livefeeds,3,A,5,2,3,12,2,10.115,9.845
pdae,livefeeds,3,E,10,10,3,30,2,6.579,6.387
pdae,livefeeds,3,D,4,7,4,24,2,13.41,12.829
pdae,livefeeds,3,A,1,1,4,36,2,12.515,12.313
pdae,livefeeds,3,A,7,3,5,9,2,8.978,8.794
pdae,livefeeds,3,E,3,9,5,14,2,10.561,10.367
pdae,livefeeds,4,A,7,3,1,18,2,9.764,9.248
pdae,livefeeds,4,E,10,10,1,30,2,11.556,11.211
pdae,livefeeds,4,E,3,9,2,5,2,8.212,7.848
pdae,livefeeds,4,C,10,6,2,42,2,12.924,12.479
pdae,livefeeds,4,C,4,5,3,10,2,10.018,9.831
pdae,livefeeds,4,D,4,7,3,46,2,15.285,15.067
pdae,livefeeds,4,D,10,8,4,13,2,10.152,9.961
pdae,livefeeds,4,A,1,1,4,38,2,9.419,9.15
pdae,livefeeds,4,A,5,2,5,41,2,9.421,9.097
pdae,livefeeds,4,B,1,4,5,42,2,8.328,8.185
pdae,mix,1,A,7,3,1,23,2,9.987,9.703
pdae,mix,1,A,5,2,1,37,2,5.523,5.427
pdae,mix,1,A,1,1,2,14,2,12.692,12.304
pdae,mix,1,D,4,7,2,30,2,8.24,7.689
pdae,mix,1,D,10,8,2,37,2,6.758,6.486
pdae,mix,1,C,4,5,3,35,2,7.938,7.923
pdae,mix,1,E,10,10,4,20,2,15.719,15.479
pdae,mix,1,C,10,6,4,49,2,10.494,10.369
pdae,mix,1,B,1,4,5,48,2,7.209,7.149
pdae,mix,1,E,3,9,5,50,2,9.575,9.452
pdae,mix,2,C,10,6,1,11,2,6.474,6.346
pdae,mix,2,D,10,8,1,41,2,7.372,7.173
pdae,mix,2,A,7,3,2,44,2,10.448,10.07
pdae,mix,2,D,4,7,2,49,2,9.999,9.56
pdae,mix,2,C,4,5,3,3,2,9.928,9.811
pdae,mix,2,B,1,4,4,2,2,13.819,13.622
pdae,mix,2,A,1,1,4,6,2,8.185,8.062
pdae,mix,2,E,3,9,4,32,2,14.368,14.198
pdae,mix,2,E,10,10,5,36,2,12.861,12.761
pdae,mix,2,A,5,2,5,37,2,8.173,8.062
pdae,mix,3,D,10,8,1,2,2,8.864,8.689
pdae,mix,3,A,5,2,1,26,2,10.383,9.911
pdae,mix,3,C,4,5,2,6,2,12.69,11.901
pdae,mix,3,D,4,7,2,50,2,12.629,11.613
pdae,mix,3,B,1,4,3,36,2,8.187,8.092
pdae,mix,3,E,3,9,3,47,2,10.002,9.793
pdae,mix,3,A,1,1,4,18,2,12.641,12.39
pdae,mix,3,A,7,3,4,23,2,12.992,12.621
pdae,mix,3,C,10,6,5,17,2,8.798,8.726
pdae,mix,3,E,10,10,5,51,2,11.499,11.374
pdae,mix,4,E,3,9,1,12,2,8.758,8.361
pdae,mix,4,D,4,7,1,21,2,10.20989494,9.881
pdae,mix,4,D,10,8,2,33,2,7.542,7.101
pdae,mix,4,A,7,3,2,47,2,14.06,13.083
pdae,mix,4,A,1,1,3,5,2,14.198,14.083
pdae,mix,4,C,10,6,3,16,2,11.887,11.752
pdae,mix,4,C,4,5,4,28,2,11.629,11.295
pdae,mix,4,E,10,10,4,35,2,12.474,12.211
pdae,mix,4,B,1,4,5,6,2,11.998,11.87
pdae,mix,4,A,5,2,5,11,2,7.764,7.556
pdae,pellets,1,C,10,6,1,8,2,9.161,8.994
pdae,pellets,1,A,7,3,1,47,2,8.102,7.849
pdae,pellets,1,C,4,5,2,7,2,11.797,10.932
pdae,pellets,1,E,10,10,2,13,2,15.459,15.005
pdae,pellets,1,A,5,2,3,2,2,9.407,9.277
pdae,pellets,1,A,1,1,3,44,2,8.394,8.572
pdae,pellets,1,B,1,4,4,15,2,8.578,8.459
pdae,pellets,1,D,4,7,4,37,2,12.669,12.311
pdae,pellets,1,E,3,9,5,19,2,7.667,7.572
pdae,pellets,1,D,10,8,5,21,2,8.908,7.768
pdae,pellets,2,A,5,2,1,34,2,8.2,7.98
pdae,pellets,2,B,1,4,1,35,2,7.685,7.556
pdae,pellets,2,E,3,9,2,17,2,10.146,9.818
pdae,pellets,2,A,1,1,2,54,2,10.871,10.578
pdae,pellets,2,A,7,3,3,18,2,8.481,8.45
pdae,pellets,2,D,4,7,3,38,2,9.95,9.832
pdae,pellets,2,C,4,5,4,12,2,14.461,13.922
pdae,pellets,2,D,10,8,4,25,2,8.582,8.52
pdae,pellets,2,E,10,10,5,3,2,11.201,11.145
pdae,pellets,2,C,10,6,5,12,2,9.661,9.608
pdae,pellets,3,C,4,5,1,29,2,9.919894942,9.612
pdae,pellets,3,C,10,6,1,44,2,11.031,10.853
pdae,pellets,3,A,5,2,2,3,2,12.222,11.709
pdae,pellets,3,D,10,8,2,15,2,10.637,10.4
pdae,pellets,3,A,7,3,3,1,2,10.846,10.739
